"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,4e-04
"[-4.32,-4.08)",0,0,0,0
"[-4.08,-3.84)",0,0,0,0
"[-3.84,-3.6)",0,4e-04,0,0.0016
"[-3.6,-3.36)",0,0,4e-04,0.002
"[-3.36,-3.12)",0,0,0,0.002
"[-3.12,-2.88)",4e-04,0.0012,4e-04,0.0056
"[-2.88,-2.64)",0,0.0024,0.0024,0.0072
"[-2.64,-2.4)",4e-04,0.0016,0.0056,0.0112
"[-2.4,-2.16)",8e-04,0.0044,0.0048,0.014
"[-2.16,-1.92)",0.0032,0.0084,0.01,0.0228
"[-1.92,-1.68)",0.004,0.0112,0.0132,0.0444
"[-1.68,-1.44)",0.0092,0.0176,0.0196,0.0356
"[-1.44,-1.2)",0.0164,0.0356,0.0264,0.0516
"[-1.2,-0.96)",0.0268,0.0412,0.0356,0.0544
"[-0.96,-0.72)",0.044,0.0676,0.0576,0.058
"[-0.72,-0.48)",0.086,0.1004,0.0852,0.0744
"[-0.48,-0.24)",0.158,0.122,0.116,0.0716
"[-0.24,0)",0.1904,0.1172,0.1384,0.068
"[0,0.24)",0.1588,0.1188,0.1296,0.0668
"[0.24,0.48)",0.1076,0.0828,0.1048,0.0628
"[0.48,0.72)",0.0724,0.0736,0.07,0.0544
"[0.72,0.96)",0.038,0.0516,0.05,0.042
"[0.96,1.2)",0.0256,0.0352,0.036,0.0512
"[1.2,1.44)",0.0228,0.03,0.0256,0.0352
"[1.44,1.68)",0.0148,0.0236,0.0212,0.038
"[1.68,1.92)",0.0076,0.0176,0.0128,0.0284
"[1.92,2.16)",0.0056,0.0112,0.0108,0.024
"[2.16,2.4)",0.0024,0.0084,0.0096,0.0188
"[2.4,2.64)",0.0016,0.0056,0.0052,0.0124
"[2.64,2.88)",0.0016,0.0032,0.0032,0.0128
"[2.88,3.12)",0.0016,0.0028,0.0024,0.0112
"[3.12,3.36)",0,0.0012,0.0024,0.0068
"[3.36,3.6)",0,0.0016,4e-04,0.004
"[3.6,3.84)",0,0.0012,4e-04,0.0024
"[3.84,4.08)",0,4e-04,0,0.002
"[4.08,4.32)",0,0,0,0.0012
"[4.32,4.56)",0,0,0,8e-04
"[4.56,4.8)",0,0,0,0
"[4.8,5.04)",0,0,0,0
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
