"","WSEL_PM","WSEL_CB","WSEL_GR","WSEL_ML"
"1",0.559822805569929,0.567129497455536,0.605769607832145,1.07847584348214
"2",0.475978579969745,0.488714542118795,0.535303006239596,0.968153539246531
"3",0.528736243102846,0.600125262343884,0.585295980796317,1.12102734257343
"4",0.610188028224649,0.59787761451831,0.628587293181552,0.966312458270493
"5",0.673317826681625,0.607348753953868,0.599458336001895,0.937516149725321
"6",0.586792728645109,0.594893771075324,0.583455655269784,0.985064247559046
"7",0.618813572979856,0.585267464525808,0.617224095490022,0.890326330750371
"8",0.504160383890001,0.518354515279816,0.549273326193127,0.912678246878728
"9",0.515702117454393,0.567136075291426,0.620646787151937,0.939566660309279
"10",0.504431389703878,0.561299585525002,0.524464664498613,0.986609329084596
"11",0.464249255634623,0.501247619617941,0.517057671270914,0.91771208129025
"12",0.492303436264566,0.534424351606463,0.567790121861126,0.931759284316317
"13",0.749781326258285,0.798052332760991,0.829176367941742,1.2358114540079
"14",0.478622659237194,0.517014278592346,0.561698046654899,0.876965232578992
"15",0.604074771997613,0.645237015871351,0.762496513310242,1.07112210835611
"16",0.519248388737971,0.465836469098724,0.508986392120508,0.694639503275416
"17",0.539547329867441,0.598135451825738,0.578326283313898,1.04742977074053
"18",0.521964541294271,0.503750587336586,0.553088526383715,0.816476817672824
"19",0.632924134326674,0.61165073953966,0.567413459808934,1.00618743858425
"20",0.653835229240524,0.62188416192431,0.62450327460581,1.02849363844877
"21",0.578552190087928,0.558691823883333,0.57887366557676,0.892237725262202
"22",0.460607171931556,0.41256483431544,0.466109076596483,0.675743629558951
"23",0.530924004110382,0.570002832401726,0.594880854461525,0.893081557484358
"24",0.571521322058021,0.579139221137596,0.609151433402865,0.989266760471546
"25",0.437892569256131,0.515948223092397,0.542626840458058,1.06574077342191
