"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0308,-0.0192
"2","PM",0.1,0.066,-0.034
"3","PM",0.25,0.194,-0.056
"4","PM",0.75,0.804800000000001,0.0548
"5","PM",0.9,0.9356,0.0356
"6","PM",0.95,0.972399999999999,0.0224
"7","CB",0.05,0.05,0
"8","CB",0.1,0.0984,-0.0016
"9","CB",0.25,0.2472,-0.0028
"10","CB",0.75,0.764,0.014
"11","CB",0.9,0.8992,-8e-04
"12","CB",0.95,0.9552,0.0052
"13","GR",0.05,0.0496,-4e-04
"14","GR",0.1,0.1004,4e-04
"15","GR",0.25,0.2508,8e-04
"16","GR",0.75,0.744,-0.006
"17","GR",0.9,0.8948,-0.0052
"18","GR",0.95,0.9544,0.0044
"19","ML",0.05,0.0992,0.0492
"20","ML",0.1,0.1588,0.0588
"21","ML",0.25,0.3,0.05
"22","ML",0.75,0.6884,-0.0616
"23","ML",0.9,0.8388,-0.0612
"24","ML",0.95,0.9068,-0.0432
