"","SEL_rank","SEL_rank_PM","SEL_rank_CB","SEL_rank_GR","SEL_rank_ML"
"1",0.0497041420118343,0.0525443786982248,0.0525443786982248,0.0497041420118343,0.0526627218934911
"2",0.0473372781065089,0.0493491124260355,0.0493491124260355,0.0473372781065089,0.0549112426035503
"3",0.0634319526627219,0.0650887573964497,0.0650887573964497,0.0634319526627219,0.072189349112426
"4",0.0837869822485207,0.0855621301775148,0.0855621301775148,0.0837869822485207,0.0894674556213018
"5",0.0744378698224852,0.0762130177514793,0.0762130177514793,0.0744378698224852,0.0846153846153846
"6",0.0797633136094675,0.0791715976331361,0.0791715976331361,0.0797633136094675,0.0969230769230769
"7",0.0476923076923077,0.0484023668639053,0.0484023668639053,0.0476923076923077,0.0517159763313609
"8",0.0611834319526627,0.0620118343195266,0.0620118343195266,0.0611834319526627,0.0714792899408284
"9",0.0384615384615385,0.0404733727810651,0.0404733727810651,0.0384615384615385,0.0524260355029586
"10",0.0289940828402367,0.029585798816568,0.029585798816568,0.0289940828402367,0.0398816568047337
"11",0.0519526627218935,0.0523076923076923,0.0523076923076923,0.0519526627218935,0.0566863905325444
"12",0.0581065088757396,0.0592899408284024,0.0592899408284024,0.0581065088757396,0.0668639053254438
"13",0.050414201183432,0.0508875739644971,0.0508875739644971,0.050414201183432,0.0715976331360947
"14",0.0375147928994083,0.0351479289940828,0.0351479289940828,0.0375147928994083,0.0318343195266272
"15",0.0501775147928994,0.0537278106508876,0.0537278106508876,0.0501775147928994,0.0660355029585799
"16",0.0436686390532544,0.0449704142011834,0.0449704142011834,0.0436686390532544,0.0514792899408284
"17",0.0346745562130178,0.0343195266272189,0.0343195266272189,0.0346745562130178,0.0317159763313609
"18",0.0376331360946746,0.0377514792899408,0.0377514792899408,0.0376331360946746,0.0460355029585799
"19",0.0688757396449704,0.0762130177514793,0.0762130177514793,0.0688757396449704,0.0867455621301775
"20",0.0660355029585799,0.0663905325443787,0.0663905325443787,0.0660355029585799,0.0650887573964497
"21",0.0737278106508876,0.0790532544378698,0.0790532544378698,0.0737278106508876,0.0867455621301775
"22",0.0510059171597633,0.0514792899408284,0.0514792899408284,0.0510059171597633,0.0494674556213018
"23",0.0843786982248521,0.0824852071005917,0.0824852071005917,0.0843786982248521,0.0844970414201183
"24",0.087810650887574,0.0894674556213018,0.0894674556213018,0.087810650887574,0.0931360946745562
"25",0.0824852071005917,0.0811834319526627,0.0811834319526627,0.0824852071005917,0.0778698224852071
"26",0.056094674556213,0.0609467455621302,0.0609467455621302,0.056094674556213,0.0655621301775148
