"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,4e-04
"[-5.52,-5.28)",0,0,0,8e-04
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0.002
"[-4.8,-4.56)",0,0,0,4e-04
"[-4.56,-4.32)",0,0,0,8e-04
"[-4.32,-4.08)",0,0,0,0.0028
"[-4.08,-3.84)",0,0,0,8e-04
"[-3.84,-3.6)",0,4e-04,0,0.0016
"[-3.6,-3.36)",0,0,0,0.0032
"[-3.36,-3.12)",0,0,4e-04,0.0052
"[-3.12,-2.88)",0,0,0,0.0068
"[-2.88,-2.64)",4e-04,4e-04,4e-04,0.012
"[-2.64,-2.4)",0,0.002,0.0016,0.0128
"[-2.4,-2.16)",0,0.006,0.0068,0.0168
"[-2.16,-1.92)",8e-04,0.0072,0.0104,0.0212
"[-1.92,-1.68)",0.004,0.0176,0.0172,0.0312
"[-1.68,-1.44)",0.0072,0.0272,0.0272,0.0376
"[-1.44,-1.2)",0.0228,0.0368,0.044,0.0492
"[-1.2,-0.96)",0.0424,0.0672,0.062,0.0636
"[-0.96,-0.72)",0.0832,0.0924,0.0808,0.0676
"[-0.72,-0.48)",0.1232,0.1028,0.1064,0.0628
"[-0.48,-0.24)",0.1648,0.1248,0.1136,0.0792
"[-0.24,0)",0.1604,0.1128,0.1056,0.07
"[0,0.24)",0.1132,0.0824,0.0896,0.0684
"[0.24,0.48)",0.076,0.07,0.068,0.0528
"[0.48,0.72)",0.0544,0.0536,0.0592,0.0488
"[0.72,0.96)",0.044,0.0404,0.0444,0.0424
"[0.96,1.2)",0.03,0.0316,0.038,0.0332
"[1.2,1.44)",0.0208,0.0312,0.0308,0.0408
"[1.44,1.68)",0.016,0.02,0.0244,0.0252
"[1.68,1.92)",0.01,0.014,0.0224,0.0276
"[1.92,2.16)",0.0088,0.0164,0.0128,0.0216
"[2.16,2.4)",0.006,0.0108,0.0096,0.0172
"[2.4,2.64)",0.0052,0.0096,0.0096,0.0108
"[2.64,2.88)",0.0024,0.0064,0.0052,0.016
"[2.88,3.12)",0.0012,0.006,0.0028,0.01
"[3.12,3.36)",0.002,0.0032,0.004,0.0064
"[3.36,3.6)",8e-04,0.0032,0.0012,0.0052
"[3.6,3.84)",0,8e-04,4e-04,0.0064
"[3.84,4.08)",0,0.0012,0.0012,0.0028
"[4.08,4.32)",0,0.0016,0,0.0036
"[4.32,4.56)",0,0,0,0.004
"[4.56,4.8)",0,0,0,0.0024
"[4.8,5.04)",0,0,0,0.0012
"[5.04,5.28)",0,0,0,0.0012
"[5.28,5.52)",0,0,0,4e-04
"[5.52,5.76)",0,0,0,8e-04
"[5.76,6)",0,0,0,4e-04
