"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0328,-0.0172
"2","PM",0.1,0.0694,-0.0306
"3","PM",0.25,0.2016,-0.0484
"4","PM",0.75,0.738,-0.012
"5","PM",0.9,0.9312,0.0312
"6","PM",0.95,0.9742,0.0242
"7","CB",0.05,0.0584,0.0084
"8","CB",0.1,0.1114,0.0114
"9","CB",0.25,0.2556,0.0056
"10","CB",0.75,0.7248,-0.0252
"11","CB",0.9,0.901,0.001
"12","CB",0.95,0.949199999999999,-8e-04
"13","GR",0.05,0.074,0.024
"14","GR",0.1,0.122,0.022
"15","GR",0.25,0.2524,0.0024
"16","GR",0.75,0.7022,-0.0478
"17","GR",0.9,0.9174,0.0174
"18","GR",0.95,0.956999999999999,0.007
"19","ML",0.05,0.121,0.071
"20","ML",0.1,0.1748,0.0748
"21","ML",0.25,0.2924,0.0424
"22","ML",0.75,0.6886,-0.0614
"23","ML",0.9,0.8916,-0.0084
"24","ML",0.95,0.932,-0.018
