"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,0
"[-4.32,-4.08)",0,0,0,0
"[-4.08,-3.84)",0,0,0,0
"[-3.84,-3.6)",0,0,0,0
"[-3.6,-3.36)",0,0,0,0
"[-3.36,-3.12)",0,0,0,2e-04
"[-3.12,-2.88)",0,0,0,2e-04
"[-2.88,-2.64)",0,2e-04,0,0.001
"[-2.64,-2.4)",2e-04,2e-04,6e-04,0.0034
"[-2.4,-2.16)",0,0.0012,0.0024,0.0068
"[-2.16,-1.92)",0.0014,0.0034,0.0064,0.0132
"[-1.92,-1.68)",0.004,0.009,0.0116,0.0192
"[-1.68,-1.44)",0.0098,0.0166,0.0224,0.0356
"[-1.44,-1.2)",0.0216,0.0344,0.0382,0.0504
"[-1.2,-0.96)",0.0532,0.0684,0.0604,0.0658
"[-0.96,-0.72)",0.0926,0.1034,0.0936,0.0848
"[-0.72,-0.48)",0.1428,0.1272,0.1158,0.0882
"[-0.48,-0.24)",0.1488,0.1292,0.1182,0.0994
"[-0.24,0)",0.1332,0.1154,0.1058,0.0932
"[0,0.24)",0.0918,0.0808,0.0858,0.0822
"[0.24,0.48)",0.0594,0.055,0.0656,0.0702
"[0.48,0.72)",0.0442,0.0418,0.0522,0.0492
"[0.72,0.96)",0.0292,0.0312,0.0408,0.0388
"[0.96,1.2)",0.029,0.0262,0.0344,0.0342
"[1.2,1.44)",0.0342,0.0238,0.0314,0.025
"[1.44,1.68)",0.034,0.0322,0.0302,0.029
"[1.68,1.92)",0.0332,0.0314,0.0284,0.0274
"[1.92,2.16)",0.0196,0.0306,0.0216,0.0264
"[2.16,2.4)",0.0096,0.0198,0.0156,0.0222
"[2.4,2.64)",0.0046,0.0086,0.0096,0.0116
"[2.64,2.88)",0.002,0.0054,0.0054,0.0092
"[2.88,3.12)",0.0016,0.0028,0.0026,0.0056
"[3.12,3.36)",0,0.0012,6e-04,0.005
"[3.36,3.6)",0,6e-04,4e-04,0.0012
"[3.6,3.84)",0,0,0,0.001
"[3.84,4.08)",0,0,0,4e-04
"[4.08,4.32)",0,0,0,0
"[4.32,4.56)",0,0,0,0
"[4.56,4.8)",0,0,0,0
"[4.8,5.04)",0,0,0,0
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
