"","quantity","estimator","value"
"1","mean","PM",0.046151478228373
"2","mean","CB",0.046151478228373
"3","mean","GR",0.0461361574987014
"4","mean","ML",0.0257968359080453
"5","var","PM",0.472718042078891
"6","var","CB",2.78577844401597
"7","var","GR",2.75610873574309
"8","var","ML",11.1392242415745
"9","var","true",1.00016507409681
"10","SSEL","PM",1.35671291468943
"11","SSEL","CB",3.02702620539972
"12","SSEL","GR",3.00982071448622
"13","SSEL","ML",10.0236205677814
"14","WSSEL","PM",135.671291468943
"15","WSSEL","CB",302.702620539972
"16","WSSEL","GR",300.982071448622
"17","WSSEL","ML",1002.36205677814
"18","ISEL","PM",0.141329038703859
"19","ISEL","CB",0.129554925930186
"20","ISEL","GR",0.120470651601635
"21","ISEL","ML",0.361811024747675
"22","SELrank","PM",0.11631745907264
"23","SELrank","CB",0.11631745907264
"24","SELrank","GR",0.116267601215567
"25","SELrank","ML",0.116024389765709
