"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0714,0.0214
"2","PM",0.1,0.1112,0.0112
"3","PM",0.25,0.2097,-0.0403
"4","PM",0.75,0.6452,-0.1048
"5","PM",0.9,0.97,0.07
"6","PM",0.95,0.9881,0.0381
"7","CB",0.05,0.2322,0.1822
"8","CB",0.1,0.2703,0.1703
"9","CB",0.25,0.3406,0.0906
"10","CB",0.75,0.5787,-0.1713
"11","CB",0.9,0.8282,-0.0718
"12","CB",0.95,0.8756,-0.0744
"13","GR",0.05,0.2242,0.1742
"14","GR",0.1,0.2605,0.1605
"15","GR",0.25,0.3319,0.0819
"16","GR",0.75,0.5809,-0.1691
"17","GR",0.9,0.8343,-0.0657
"18","GR",0.95,0.8791,-0.0709
"19","ML",0.05,0.3512,0.3012
"20","ML",0.1,0.3759,0.2759
"21","ML",0.25,0.4165,0.1665
"22","ML",0.75,0.5422,-0.2078
"23","ML",0.9,0.693,-0.207
"24","ML",0.95,0.7289,-0.2211
