"","quantity","estimator","value"
"1","mean","PM",0.0337175713681551
"2","mean","CB",0.0337175713681551
"3","mean","GR",0.0335648445140576
"4","mean","ML",0.0341032579885678
"5","var","PM",0.488061344162211
"6","var","CB",0.947398408062758
"7","var","GR",0.913967290128895
"8","var","ML",1.99827943925093
"9","var","true",0.979423294317835
"10","SSEL","PM",0.518369064668346
"11","SSEL","CB",0.565855565873361
"12","SSEL","GR",0.579242632137797
"13","SSEL","ML",1.00348838049713
"14","WSSEL","PM",25.9184532334173
"15","WSSEL","CB",28.2927782936681
"16","WSSEL","GR",28.9621316068898
"17","WSSEL","ML",50.1744190248565
"18","ISEL","PM",0.0461143754576278
"19","ISEL","CB",0.0246106840499368
"20","ISEL","GR",0.0238929179340207
"21","ISEL","ML",0.0466712411417863
"22","SELrank","PM",0.0573859284890427
"23","SELrank","CB",0.0573859284890427
"24","SELrank","GR",0.0573176470588235
"25","SELrank","ML",0.0571012687427912
