"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,2e-04
"[-5.76,-5.52)",2e-04,2e-04,2e-04,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",2e-04,0,2e-04,2e-04
"[-4.8,-4.56)",0,2e-04,0,4e-04
"[-4.56,-4.32)",0,0,2e-04,4e-04
"[-4.32,-4.08)",2e-04,2e-04,0,6e-04
"[-4.08,-3.84)",0,0,0,0.0012
"[-3.84,-3.6)",0,6e-04,0,0.0022
"[-3.6,-3.36)",2e-04,0.001,8e-04,0.0044
"[-3.36,-3.12)",0,0.0012,0.0012,0.0038
"[-3.12,-2.88)",4e-04,0.0022,0.0014,0.006
"[-2.88,-2.64)",8e-04,0.0032,0.0038,0.0086
"[-2.64,-2.4)",0.0016,0.002,0.0036,0.0098
"[-2.4,-2.16)",0.0024,0.007,0.0058,0.0162
"[-2.16,-1.92)",0.0032,0.008,0.0098,0.0228
"[-1.92,-1.68)",0.0046,0.0108,0.013,0.0256
"[-1.68,-1.44)",0.0094,0.0148,0.0186,0.035
"[-1.44,-1.2)",0.0142,0.0288,0.027,0.0382
"[-1.2,-0.96)",0.0248,0.0378,0.0404,0.0548
"[-0.96,-0.72)",0.044,0.0584,0.0534,0.0564
"[-0.72,-0.48)",0.074,0.0796,0.0756,0.0672
"[-0.48,-0.24)",0.1214,0.108,0.1016,0.0762
"[-0.24,0)",0.1764,0.1266,0.124,0.072
"[0,0.24)",0.1856,0.1262,0.1322,0.0686
"[0.24,0.48)",0.1338,0.1068,0.1126,0.0654
"[0.48,0.72)",0.0812,0.0836,0.0806,0.0624
"[0.72,0.96)",0.0466,0.0594,0.0578,0.0562
"[0.96,1.2)",0.0298,0.0424,0.0428,0.0504
"[1.2,1.44)",0.017,0.0282,0.027,0.0428
"[1.44,1.68)",0.0096,0.0208,0.0206,0.0342
"[1.68,1.92)",0.0066,0.0094,0.014,0.0324
"[1.92,2.16)",0.004,0.0098,0.0098,0.0228
"[2.16,2.4)",0.002,0.0062,0.0074,0.0148
"[2.4,2.64)",0.0014,0.0056,0.0042,0.0114
"[2.64,2.88)",6e-04,0.003,0.0038,0.0098
"[2.88,3.12)",8e-04,0.0018,0.0024,0.0082
"[3.12,3.36)",8e-04,8e-04,8e-04,0.0058
"[3.36,3.6)",8e-04,0.001,0.0014,0.0034
"[3.6,3.84)",0,6e-04,4e-04,0.0024
"[3.84,4.08)",8e-04,8e-04,2e-04,0.0014
"[4.08,4.32)",0,6e-04,4e-04,0.001
"[4.32,4.56)",0,4e-04,4e-04,0.0012
"[4.56,4.8)",0,2e-04,0,8e-04
"[4.8,5.04)",2e-04,4e-04,2e-04,6e-04
"[5.04,5.28)",0,2e-04,0,2e-04
"[5.28,5.52)",2e-04,2e-04,2e-04,4e-04
"[5.52,5.76)",0,0,0,2e-04
"[5.76,6)",0,0,0,0
