"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,6e-04
"[-5.76,-5.52)",0,0,0,0.0012
"[-5.52,-5.28)",0,0,0,4e-04
"[-5.28,-5.04)",0,0,0,0.0014
"[-5.04,-4.8)",0,0,0,0.0024
"[-4.8,-4.56)",0,0,0,0.0016
"[-4.56,-4.32)",0,2e-04,0,0.0022
"[-4.32,-4.08)",0,4e-04,0,0.0032
"[-4.08,-3.84)",0,8e-04,0,0.0032
"[-3.84,-3.6)",0,8e-04,4e-04,0.0044
"[-3.6,-3.36)",0,0.0014,2e-04,0.005
"[-3.36,-3.12)",6e-04,8e-04,0.0012,0.0082
"[-3.12,-2.88)",6e-04,0.0022,0.0022,0.0088
"[-2.88,-2.64)",8e-04,0.005,0.0044,0.0102
"[-2.64,-2.4)",0.0012,0.007,0.0064,0.0136
"[-2.4,-2.16)",0.0026,0.0078,0.0078,0.0192
"[-2.16,-1.92)",0.0048,0.0122,0.0114,0.024
"[-1.92,-1.68)",0.0106,0.0164,0.0182,0.0286
"[-1.68,-1.44)",0.0128,0.023,0.0254,0.035
"[-1.44,-1.2)",0.02,0.035,0.0348,0.0418
"[-1.2,-0.96)",0.0346,0.0428,0.0466,0.0466
"[-0.96,-0.72)",0.0572,0.0488,0.0618,0.0484
"[-0.72,-0.48)",0.0746,0.0786,0.0776,0.0582
"[-0.48,-0.24)",0.1218,0.103,0.0912,0.0612
"[-0.24,0)",0.1438,0.103,0.1016,0.0596
"[0,0.24)",0.1456,0.1066,0.1028,0.0632
"[0.24,0.48)",0.126,0.0984,0.0936,0.0576
"[0.48,0.72)",0.0858,0.08,0.0802,0.0612
"[0.72,0.96)",0.061,0.0642,0.0642,0.0484
"[0.96,1.2)",0.0386,0.0484,0.0488,0.0478
"[1.2,1.44)",0.0232,0.0326,0.036,0.043
"[1.44,1.68)",0.0138,0.0236,0.0268,0.034
"[1.68,1.92)",0.0078,0.0186,0.018,0.0294
"[1.92,2.16)",0.0044,0.01,0.0136,0.024
"[2.16,2.4)",0.0038,0.0098,0.0086,0.0188
"[2.4,2.64)",0.002,0.0062,0.0056,0.0132
"[2.64,2.88)",8e-04,0.0038,0.0044,0.0148
"[2.88,3.12)",6e-04,0.003,0.0038,0.0078
"[3.12,3.36)",4e-04,0.0024,0.0014,0.0072
"[3.36,3.6)",2e-04,0.001,6e-04,0.006
"[3.6,3.84)",0,8e-04,4e-04,0.006
"[3.84,4.08)",0,8e-04,0,0.0046
"[4.08,4.32)",0,4e-04,0,0.0036
"[4.32,4.56)",0,2e-04,0,0.0036
"[4.56,4.8)",0,0,0,0.003
"[4.8,5.04)",0,0,0,0.0018
"[5.04,5.28)",0,0,0,0.0012
"[5.28,5.52)",0,0,0,0.001
"[5.52,5.76)",0,0,0,0.0016
"[5.76,6)",0,0,0,0.001
