"","var_true_theta"
"1",1.07439092095127
"2",0.940104485468065
"3",1.0041915166547
"4",0.892469535397349
"5",0.862292196777255
"6",1.00435907015449
"7",0.973426757539364
"8",0.708981638710613
"9",0.947675471516151
"10",0.890680393471312
"11",0.733574792720045
"12",1.14555396124439
"13",0.740485437818979
"14",1.03681581198322
"15",1.25207562457191
"16",0.74600991143866
"17",0.981020055704931
"18",0.988255781405252
"19",1.17213526218969
"20",0.795699563581572
"21",1.15398253725331
"22",1.24015194059412
"23",0.885883706175634
"24",0.810330389907372
"25",0.795413369025265
"26",1.18144136754723
"27",1.26624493453017
"28",1.49503216112557
"29",0.493905156576197
"30",0.873690525993708
"31",1.05485080523694
"32",1.0709692097219
"33",1.2342713797844
"34",0.848412732096381
"35",0.905636028291692
"36",1.02176261193058
"37",0.840418459499687
"38",1.07556235635901
"39",0.648143690668051
"40",1.13223254561668
"41",0.970191432859315
"42",0.890786999875968
"43",1.27496435114111
"44",1.21592222456912
"45",1.11481019101555
"46",1.12875497691481
"47",0.912859574256412
"48",0.620767843834926
"49",0.792096317874128
"50",1.00351814111192
"51",1.17009157864238
"52",1.0224465056074
"53",0.838185539115645
"54",1.16366158494532
"55",0.600948139501164
"56",1.40214329235207
"57",0.853512158456877
"58",1.20714987426386
"59",0.869269114474488
"60",0.75774644438953
"61",1.14748535748865
"62",1.20582673825386
"63",0.90939956280223
"64",1.1111699736027
"65",1.15400771970585
"66",1.32976085326444
"67",0.942678012085165
"68",1.09781092189047
"69",1.14374525592726
"70",0.751199961378987
"71",0.966314440501069
"72",0.867868871829247
"73",1.19254173869179
"74",1.23259348727394
"75",1.08011907499562
"76",1.16652534758424
"77",0.785600617656228
"78",1.24997383464032
"79",1.03879730900162
"80",1.21528884885825
"81",0.511849981199739
"82",1.30614046834775
"83",1.33711238898625
"84",0.683135883453199
"85",0.57878314645858
"86",0.712469341806677
"87",0.930758388312873
"88",1.14795680097747
"89",1.15429720445468
"90",1.19298071285656
"91",0.987226179668453
"92",0.824031735389886
"93",0.619172849559496
"94",0.85734684137267
"95",1.42241472998295
"96",1.13178176993828
"97",1.24550008929855
"98",0.821233890591811
"99",0.906607205876862
"100",1.14945073968361
