"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0.001
"[-5.76,-5.52)",0,0,0,6e-04
"[-5.52,-5.28)",0,0,0,0.0018
"[-5.28,-5.04)",0,0,0,0.0018
"[-5.04,-4.8)",0,2e-04,0,0.0012
"[-4.8,-4.56)",0,0,0,0.0032
"[-4.56,-4.32)",0,6e-04,0,0.0022
"[-4.32,-4.08)",0,0,0,0.0026
"[-4.08,-3.84)",0,2e-04,2e-04,0.004
"[-3.84,-3.6)",4e-04,8e-04,4e-04,0.0058
"[-3.6,-3.36)",0,0.0014,2e-04,0.006
"[-3.36,-3.12)",4e-04,0.0014,0.0016,0.0032
"[-3.12,-2.88)",4e-04,0.0016,0.0016,0.0068
"[-2.88,-2.64)",8e-04,0.0036,0.003,0.0094
"[-2.64,-2.4)",0.0018,0.0054,0.0042,0.012
"[-2.4,-2.16)",0.0022,0.0074,0.0082,0.017
"[-2.16,-1.92)",0.0042,0.0096,0.0106,0.0248
"[-1.92,-1.68)",0.0072,0.0158,0.0184,0.0262
"[-1.68,-1.44)",0.0108,0.021,0.0238,0.0286
"[-1.44,-1.2)",0.0176,0.0294,0.0368,0.042
"[-1.2,-0.96)",0.0328,0.0454,0.0494,0.0528
"[-0.96,-0.72)",0.0494,0.0602,0.0672,0.0528
"[-0.72,-0.48)",0.0894,0.0822,0.0844,0.0596
"[-0.48,-0.24)",0.13,0.104,0.0998,0.0642
"[-0.24,0)",0.1826,0.1298,0.11,0.076
"[0,0.24)",0.171,0.1232,0.1056,0.07
"[0.24,0.48)",0.1202,0.1044,0.096,0.0664
"[0.48,0.72)",0.072,0.0726,0.0782,0.0638
"[0.72,0.96)",0.041,0.0554,0.0628,0.0564
"[0.96,1.2)",0.0268,0.0396,0.044,0.0424
"[1.2,1.44)",0.0192,0.026,0.0318,0.0402
"[1.44,1.68)",0.007,0.0192,0.021,0.029
"[1.68,1.92)",0.004,0.014,0.0154,0.0198
"[1.92,2.16)",0.0034,0.008,0.0096,0.0184
"[2.16,2.4)",0.001,0.0052,0.005,0.016
"[2.4,2.64)",8e-04,0.0024,0.0042,0.0134
"[2.64,2.88)",8e-04,0.003,0.0026,0.0076
"[2.88,3.12)",0.0012,0.0018,0.0014,0.0108
"[3.12,3.36)",4e-04,0.0014,8e-04,0.0056
"[3.36,3.6)",0,4e-04,6e-04,0.0036
"[3.6,3.84)",0,0.001,0,0.0046
"[3.84,4.08)",2e-04,6e-04,2e-04,0.0042
"[4.08,4.32)",2e-04,2e-04,2e-04,0.003
"[4.32,4.56)",0,2e-04,0,0.0016
"[4.56,4.8)",0,2e-04,0,0.003
"[4.8,5.04)",0,2e-04,0,0.0012
"[5.04,5.28)",2e-04,0,2e-04,0.001
"[5.28,5.52)",2e-04,2e-04,2e-04,0.002
"[5.52,5.76)",2e-04,0,2e-04,0.0016
"[5.76,6)",0,0,0,4e-04
