"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0208,-0.0292
"2","PM",0.1,0.0524,-0.0476
"3","PM",0.25,0.1808,-0.0692
"4","PM",0.75,0.852199999999999,0.1022
"5","PM",0.9,0.9556,0.0556
"6","PM",0.95,0.9842,0.0342
"7","CB",0.05,0.057,0.007
"8","CB",0.1,0.1072,0.0072
"9","CB",0.25,0.2532,0.0032
"10","CB",0.75,0.7778,0.0278
"11","CB",0.9,0.9086,0.0086
"12","CB",0.95,0.9516,0.0016
"13","GR",0.05,0.0585999999999999,0.0086
"14","GR",0.1,0.1172,0.0172
"15","GR",0.25,0.2786,0.0286
"16","GR",0.75,0.7504,4e-04
"17","GR",0.9,0.8966,-0.0034
"18","GR",0.95,0.9496,-4e-04
"19","ML",0.05,0.1482,0.0982
"20","ML",0.1,0.2176,0.1176
"21","ML",0.25,0.3504,0.1004
"22","ML",0.75,0.6704,-0.0796
"23","ML",0.9,0.8006,-0.0994
"24","ML",0.95,0.8648,-0.0852
