"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,4e-04,0,0
"[-5.52,-5.28)",0,0,0,8e-04
"[-5.28,-5.04)",4e-04,4e-04,4e-04,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",4e-04,8e-04,4e-04,0
"[-4.56,-4.32)",8e-04,0,8e-04,0.0012
"[-4.32,-4.08)",0,4e-04,0,0.002
"[-4.08,-3.84)",0,0,0,0.0024
"[-3.84,-3.6)",4e-04,0.0012,4e-04,0.0024
"[-3.6,-3.36)",8e-04,4e-04,8e-04,0.002
"[-3.36,-3.12)",8e-04,0.0012,8e-04,0.0024
"[-3.12,-2.88)",0,0.0016,8e-04,0.004
"[-2.88,-2.64)",0.002,0.0044,0.0044,0.004
"[-2.64,-2.4)",0.0028,0.0036,0.0032,0.0068
"[-2.4,-2.16)",0.004,0.0036,0.006,0.0088
"[-2.16,-1.92)",0.0048,0.01,0.0092,0.0168
"[-1.92,-1.68)",0.0076,0.0128,0.0108,0.0192
"[-1.68,-1.44)",0.0132,0.0208,0.0228,0.0228
"[-1.44,-1.2)",0.0228,0.0272,0.0332,0.0424
"[-1.2,-0.96)",0.036,0.0428,0.0436,0.0564
"[-0.96,-0.72)",0.056,0.0592,0.0672,0.0652
"[-0.72,-0.48)",0.0916,0.0928,0.0868,0.0716
"[-0.48,-0.24)",0.1304,0.114,0.1048,0.0856
"[-0.24,0)",0.14,0.1132,0.1104,0.0936
"[0,0.24)",0.1316,0.1112,0.1128,0.082
"[0.24,0.48)",0.128,0.108,0.1048,0.086
"[0.48,0.72)",0.0832,0.0888,0.0844,0.0836
"[0.72,0.96)",0.0588,0.0596,0.0652,0.0652
"[0.96,1.2)",0.0248,0.0428,0.0404,0.044
"[1.2,1.44)",0.022,0.0212,0.0284,0.0324
"[1.44,1.68)",0.01,0.0176,0.0176,0.0264
"[1.68,1.92)",0.0084,0.0128,0.0144,0.0176
"[1.92,2.16)",0.004,0.0072,0.0064,0.0136
"[2.16,2.4)",0.0032,0.0048,0.0052,0.0116
"[2.4,2.64)",0.002,0.0024,0.004,0.006
"[2.64,2.88)",0.0024,0.0024,0.0012,0.0044
"[2.88,3.12)",8e-04,0.0036,0.002,0.0052
"[3.12,3.36)",8e-04,8e-04,0.0012,0.002
"[3.36,3.6)",0,4e-04,4e-04,0.002
"[3.6,3.84)",0.002,4e-04,0.0016,0.0012
"[3.84,4.08)",4e-04,8e-04,0,0.002
"[4.08,4.32)",4e-04,0.0016,8e-04,8e-04
"[4.32,4.56)",8e-04,4e-04,8e-04,0.0012
"[4.56,4.8)",4e-04,4e-04,4e-04,4e-04
"[4.8,5.04)",0,4e-04,0,4e-04
"[5.04,5.28)",0,4e-04,0,0
"[5.28,5.52)",0,0,0,4e-04
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
