"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,4e-04
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,0
"[-4.32,-4.08)",0,0,0,0
"[-4.08,-3.84)",0,0,0,0
"[-3.84,-3.6)",0,0,0,0
"[-3.6,-3.36)",0,0,0,0.0012
"[-3.36,-3.12)",0,4e-04,0,8e-04
"[-3.12,-2.88)",0,4e-04,4e-04,0.0016
"[-2.88,-2.64)",8e-04,0,8e-04,0.004
"[-2.64,-2.4)",0,8e-04,4e-04,0.0056
"[-2.4,-2.16)",8e-04,0.0032,0.004,0.0076
"[-2.16,-1.92)",0.0012,0.006,0.0104,0.0148
"[-1.92,-1.68)",0.0056,0.0152,0.0168,0.0272
"[-1.68,-1.44)",0.0152,0.0284,0.0312,0.0356
"[-1.44,-1.2)",0.0356,0.0484,0.042,0.0616
"[-1.2,-0.96)",0.0564,0.0632,0.0624,0.0612
"[-0.96,-0.72)",0.0916,0.0908,0.0816,0.084
"[-0.72,-0.48)",0.1132,0.1048,0.0928,0.0844
"[-0.48,-0.24)",0.1276,0.0972,0.1048,0.0856
"[-0.24,0)",0.1176,0.0996,0.0996,0.0744
"[0,0.24)",0.104,0.09,0.0924,0.0716
"[0.24,0.48)",0.0852,0.0788,0.0804,0.0684
"[0.48,0.72)",0.0692,0.0592,0.0672,0.0572
"[0.72,0.96)",0.0496,0.0564,0.0552,0.0496
"[0.96,1.2)",0.0392,0.0392,0.0396,0.042
"[1.2,1.44)",0.0228,0.032,0.034,0.0392
"[1.44,1.68)",0.0204,0.0204,0.024,0.0244
"[1.68,1.92)",0.014,0.0196,0.018,0.0224
"[1.92,2.16)",0.008,0.0136,0.0136,0.016
"[2.16,2.4)",0.0068,0.0088,0.0088,0.0208
"[2.4,2.64)",0.0056,0.0056,0.0084,0.0096
"[2.64,2.88)",0.006,0.0056,0.0044,0.0084
"[2.88,3.12)",0.0012,0.0064,0.0028,0.0068
"[3.12,3.36)",0.0012,0.0032,0.0024,0.0036
"[3.36,3.6)",4e-04,4e-04,8e-04,0.0028
"[3.6,3.84)",8e-04,0.0016,8e-04,0.0024
"[3.84,4.08)",0,8e-04,0,0.002
"[4.08,4.32)",0,0,0,0.0012
"[4.32,4.56)",0,0,0,8e-04
"[4.56,4.8)",0,0,0,4e-04
"[4.8,5.04)",0,0,0,0
"[5.04,5.28)",0,0,0,4e-04
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
