"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0356,-0.0144
"2","PM",0.1,0.0748,-0.0252
"3","PM",0.25,0.2122,-0.0378
"4","PM",0.75,0.79,0.04
"5","PM",0.9,0.932,0.032
"6","PM",0.95,0.9704,0.0204
"7","CB",0.05,0.0564,0.0064
"8","CB",0.1,0.1074,0.0074
"9","CB",0.25,0.2528,0.0028
"10","CB",0.75,0.7464,-0.0036
"11","CB",0.9,0.8974,-0.0026
"12","CB",0.95,0.948,-0.002
"13","GR",0.05,0.06,0.01
"14","GR",0.1,0.1126,0.0126
"15","GR",0.25,0.2624,0.0124
"16","GR",0.75,0.7364,-0.0136
"17","GR",0.9,0.8928,-0.0072
"18","GR",0.95,0.948,-0.002
"19","ML",0.05,0.1078,0.0578
"20","ML",0.1,0.1628,0.0628
"21","ML",0.25,0.305,0.055
"22","ML",0.75,0.6936,-0.0564
"23","ML",0.9,0.8402,-0.0598
"24","ML",0.95,0.9044,-0.0456
