"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0426,-0.0074
"2","PM",0.1,0.0775999999999999,-0.0224
"3","PM",0.25,0.1906,-0.0594
"4","PM",0.75,0.7232,-0.0268
"5","PM",0.9,0.945399999999999,0.0454
"6","PM",0.95,0.9732,0.0232
"7","CB",0.05,0.0807999999999999,0.0308
"8","CB",0.1,0.1276,0.0276
"9","CB",0.25,0.2428,-0.0072
"10","CB",0.75,0.6978,-0.0522
"11","CB",0.9,0.9152,0.0152
"12","CB",0.95,0.9476,-0.0024
"13","GR",0.05,0.0875999999999999,0.0376
"14","GR",0.1,0.133,0.033
"15","GR",0.25,0.2478,-0.0022
"16","GR",0.75,0.6766,-0.0734
"17","GR",0.9,0.925,0.025
"18","GR",0.95,0.9594,0.0094
"19","ML",0.05,0.1328,0.0828
"20","ML",0.1,0.183,0.083
"21","ML",0.25,0.2964,0.0464
"22","ML",0.75,0.6684,-0.0816
"23","ML",0.9,0.8768,-0.0232
"24","ML",0.95,0.9172,-0.0328
